Country,Sector,Sovereign / Non-Sovereign,Title,Commitment in UA,Status,Signature Date,country,Projects,Capacity (MW),Project,Capacity(MW),Name of Plant
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Morocco,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Morocco,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Morocco,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Morocco,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Morocco,,,,,
,,,,,,,Morocco,,102.0,Akhfennir I Wind,,
,,,,,,,Morocco,,100.0,Akhfennir II Wind,,
,,,,,,,Morocco,,50.4,Al Koudia Al Baida I Wind,,
,,,,,,,Morocco,,1.6,Flilou Hydro,,
,,,,,,,Morocco,,50.0,Haouma Wind,,
,,,,,,,Morocco,,1356.0,Jorf Lasfar Coal I-IV,,
,,,,,,,Morocco,,696.0,Jorf Lasfar Coal Units V-VI,,
,,,,,,,Morocco,,111.0,OCP Jorf Lasfar Thermal,,
,,,,,,,Morocco,,1200.0,Al-Wahda Gas,,
,,,,,,,Morocco,,11.7,Asfalou Hydro,,
,,,,,,,Morocco,,45.05,Azelio Battery,,
,,,,,,,Morocco,,30.0,Bab Ouender Hydro,,
,,,,,,,Morocco,,18.0,Boutferda Hydro,,
,,,,,,,Morocco,,1200.0,Dhar Doum Gas,,
,,,,,,,Morocco,,100.0,Essaouira Platinum Wind,,
,,,,,,,Morocco,,100.0,Essaouira Province Wind,,
,,,,,,,Morocco,,11.7,Hassan II Hydro,,
,,,,,,,Morocco,,150.0,Jerada Solar PV,,
,,,,,,,Morocco,,1200.0,Jorf Lasfar Gas,,
,,,,,,,Morocco,,100.0,Midelt Platinum Wind,,
,,,,,,,Morocco,,150.0,Mohammedia II Gas CCGT Conversion,,
,,,,,,,Morocco,,1320.0,Nador Coal,,
,,,,,,,Morocco,,12.0,Ouljet Es Soltane Hydro,,
,,,,,,,Morocco,,200.0,Safi Wind,,
,,,,,,,Morocco,,3.0,Sidi Driss (Lakhdar River) Hydro,,
,,,,,,,Morocco,,1200.0,Tahaddart II CCGT Gas,,
,,,,,,,Morocco,,100.0,Tetouan Wind,,
,,,,,,,Morocco,,12.0,Tilougguit Amont Hydro,,
,,,,,,,Morocco,,26.0,Tilougguit Aval Hydro,,
,,,,,,,Morocco,,9.8,Voltalia Hydro I,,
,,,,,,,Morocco,,200.0,Al Koudia Al Baida II Wind,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Morocco,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Morocco,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Morocco,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Morocco,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Morocco,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Morocco,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Morocco,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Mozambique,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Mozambique,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Mozambique,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Mozambique,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Mozambique,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Mozambique,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Mozambique,,,,,
,,,,,,,Mozambique,,,Gigawatt Mozambique Gas,120.9,
,,,,,,,Mozambique,,,Kuvaninga Gas,40.29,
,,,,,,,Mozambique,,,Metoro Solar PV,41.0,
,,,,,,,Mozambique,,,Praia da Rocha Wind,0.3,
,,,,,,,Mozambique,,,2019 Solar PV Tender,50-60,
,,,,,,,Mozambique,,,Azura Power Nacala Gas,200,
,,,,,,,Mozambique,,,Benga Coal,440,
,,,,,,,Mozambique,,,Chirodzi Coal,182,
,,,,,,,Mozambique,,,Chokwé Gas,78,
,,,,,,,Mozambique,,,eleQtra Namaacha Wind Phase I,30-60,
,,,,,,,Mozambique,,,Estima Coal,300,
,,,,,,,Mozambique,,,GL Africa Energy Rovuma Gas,250,
,,,,,,,Mozambique,,,Globeleq Namaacha Wind,60,
,,,,,,,Mozambique,,,Kitaka Solar PV Battery,50,
,,,,,,,Mozambique,,,Licungo Hydro,7,
,,,,,,,Mozambique,,,Manhiça Wind,,
,,,,,,,Mozambique,,,Nacala International Airport Solar PV,100,
,,,,,,,Mozambique,,,Ncondezi Coal Phase I,300,
,,,,,,,Mozambique,,,Palma Gas,75,
,,,,,,,Mozambique,,,Pávua Hydro,160,
,,,,,,,Mozambique,,,Praia da Rocha Wind Battery,30,
,,,,,,,Mozambique,,,Termoeléctrica de Benga Coal,350,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Mozambique,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Mozambique,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Mozambique,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Mozambique,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Mozambique,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Mozambique,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Mozambique,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Namibia,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Namibia,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Namibia,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Namibia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Namibia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Namibia,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Namibia,,,,,
,,,,,,,Namibia,,5.0,Alcon Solar PV,,
,,,,,,,Namibia,,5.0,Ejuva I Solar PV,,
,,,,,,,Namibia,,5.0,Ejuva II Solar PV,,
,,,,,,,Namibia,,10.0,GreeNam Kokerboom Solar PV,,
,,,,,,,Namibia,,5.6,Grootfontein Solar PV,,
,,,,,,,Namibia,,37.0,Hardap Solar PV,,
,,,,,,,Namibia,,5.28,Karibib Solar PV,,
,,,,,,,Namibia,,10.0,Mariental Solar PV,,
,,,,,,,Namibia,,5.0,Momentous Keetmanshoop Solar PV,,
,,,,,,,Namibia,,5.0,Namib Carbon Fertiliser Okatope Solar PV,,
,,,,,,,Namibia,,0.8,Namibian Dairies Rooftop Solar PV,,
,,,,,,,Namibia,,0.375,Naras Investment Business Centre Solar PV,,
,,,,,,,Namibia,,3.843,OLC Arandis Solar PV,,
,,,,,,,Namibia,,5.0,Ombepo Wind,,
,,,,,,,Namibia,,4.5,Omburu Solar PV,,
,,,,,,,Namibia,,4.5,Osona Solar PV,,
,,,,,,,Namibia,,5.6,Otjiwarongo Solar PV,,
,,,,,,,Namibia,,4.9,Outapi Solar PV,,
,,,,,,,Namibia,,4.9,Rosh Pinah Solar PV,,
,,,,,,,Namibia,,5.0,Tandii Okatope Solar PV,,
,,,,,,,Namibia,,5.0,Trekkopje Solar PV,,
,,,,,,,Namibia,,4.98,Alten Tsumeb Solar PV,,
,,,,,,,Namibia,,165.0,"Arandis HFO, Solar PV",,
,,,,,,,Namibia,,44.0,Diaz Wind,,
,,,,,,,Namibia,,50.0,Ergon Solair Solar PV I,,
,,,,,,,Namibia,,50.0,Ergon Solair Solar PV II,,
,,,,,,,Namibia,,5.0,Erongo Diagram Arandis Solar PV,,
,,,,,,,Namibia,,4.98,Gerus Solar PV,,
,,,,,,,Namibia,,10.0,GreeNam Rehoboth Solar PV,,
,,,,,,,Namibia,,4.5,InnoSun Hardap Solar PV,,
,,,,,,,Namibia,,50.0,Karas Wind,,
,,,,,,,Namibia,,5.0,NamEnergy Arandis Solar PV,,
,,,,,,,Namibia,,5.0,Naruchas Solar PV,,
,,,,,,,Namibia,,6.4,OLC Tsumeb Solar PV,,
,,,,,,,Namibia,,58.0,Omburu Battery,,
,,,,,,,Namibia,,5.0,Phatsimo Solar PV,,
,,,,,,,Namibia,,2.5,Seeis Solar PV,,
,,,,,,,Namibia,,5.0,Sunchem Alpha Biomass,,
,,,,,,,Namibia,,81.0,TeraSun Arandis Solar PV,,
,,,,,,,Namibia,,5.0,Uprise Keetmanshoop Solar PV,,
,,,,,,,Namibia,,4.9,Walvis Bay Solar PV,,
,,,,,,,Namibia,,,Walvis Bay Waste,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Namibia,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Namibia,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Namibia,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Namibia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Namibia,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Namibia,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Namibia,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Niger,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Niger,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Niger,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Niger,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Niger,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Niger,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Niger,,,,,
,,,,,,,Niger,,,Malbaza Solar PVNiger,7.0,
,,,,,,,Niger,,,Gorou Banda Scaling Solar Solar PV,50.0,
,,,,,,,Niger,,,Tarka Wind,250.0,
,,,,,,,Niger,,,WAPP Solar PV,150.0,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Niger,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Niger,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Niger,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Niger,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Niger,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Niger,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Niger,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Nigeria,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Nigeria,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Nigeria,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Nigeria,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Nigeria,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Nigeria,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Nigeria,,,,,
,,,,,,,Nigeria,,,ES Barges (Ebute) Gas,270.0,
,,,,,,,Nigeria,,,Afam FIPL Gas Phase I,180.0,
,,,,,,,Nigeria,,,Afam III Gas,240.0,
,,,,,,,Nigeria,,,Afam IV-V Gas,726.0,
,,,,,,,Nigeria,,,Afam VI Gas,650.0,
,,,,,,,Nigeria,,,AFEME Solar PV,0.1038,
,,,,,,,Nigeria,,,Asaba Gas,8.5,
,,,,,,,Nigeria,,,Azura-Edo Gas Phase I,459.0,
,,,,,,,Nigeria,,,Egbin I Gas,1320.0,
,,,,,,,Nigeria,,,Geregu Gas I,435.0,
,,,,,,,Nigeria,,,Ibom Power Gas Phase I,191.0,
,,,,,,,Nigeria,,,Ikeja Mainland Power Gas,8.8,
,,,,,,,Nigeria,,,Jebba Hydro,578.4,
,,,,,,,Nigeria,,,Kainji Hydro,880.0,
,,,,,,,Nigeria,,,Okpai Gas Phase I,480.0,
,,,,,,,Nigeria,,,Olorunsogo I (Papalanto) Gas,335.0,
,,,,,,,Nigeria,,,Omoku Gas I,150.0,
,,,,,,,Nigeria,,,Omotosho I Gas,335.0,
,,,,,,,Nigeria,,,Sapele Cogeneration,25.75,
,,,,,,,Nigeria,,,Sapele I Gas,1020.0,
,,,,,,,Nigeria,,,Shiroro Hydro,600.0,
,,,,,,,Nigeria,,,Trans-Amadi Gas,136.0,
,,,,,,,Nigeria,,,Ughelli Gas,1087.0,
,,,,,,,Nigeria,,,Access Abiba Power Solar PV,50,
,,,,,,,Nigeria,,,Afrinergia Solar PV,50,
,,,,,,,Nigeria,,,Agura Gas Phase III,225,
,,,,,,,Nigeria,,,Agura Gas Phases I-II,495,
,,,,,,,Nigeria,,,Ajaokuta Gas,1000,
,,,,,,,Nigeria,,,Anjeed Kafanchan Solar,100,
,,,,,,,Nigeria,,,Ashama Solar PV,200,
,,,,,,,Nigeria,,,Azura Nova Solar PV,100,
,,,,,,,Nigeria,,,Birnin Kebbi Solar PV,100,
,,,,,,,Nigeria,,,Cross River Gas,528,
,,,,,,,Nigeria,,,CT Cosmos Solar PV,70,
,,,,,,,Nigeria,,,Dangote Black Rhino Solar PV,100,
,,,,,,,Nigeria,,,Dobwa Jere Paiko Solar PV,150,
,,,,,,,Nigeria,,,Dutse Solar PV,75,
,,,,,,,Nigeria,,,Egbin II Gas,1750-1900,
,,,,,,,Nigeria,,,Enerlog Gwagwalada Solar Wind Hybrid,0.06,
,,,,,,,Nigeria,,,FirstGate Gas,1000,
,,,,,,,Nigeria,,,FirstGate Solar PV,1000,
,,,,,,,Nigeria,,,Geometric Power Enugu Coal,1000,
,,,,,,,Nigeria,,,Geregu (Benchmark Power) Gas III,450,
,,,,,,,Nigeria,,,Hadejia Solar PV,30,
,,,,,,,Nigeria,,,Ibafo Gas,200,
,,,,,,,Nigeria,,,Ibom Power Gas Phase II,606,
,,,,,,,Nigeria,,,Isokun Olopan Solar PV,150,
,,,,,,,Nigeria,,,Itobe Zuma Coal Phase I,300,
,,,,,,,Nigeria,,,Itobe Zuma Coal Phase II,300,
,,,,,,,Nigeria,,,Itobe Zuma Coal Phase III,300,
,,,,,,,Nigeria,,,Itobe Zuma Coal Phase IV,300,
,,,,,,,Nigeria,,,Jigawa 1GW IPP Solar Procurement Programme,200,
,,,,,,,Nigeria,,,K1 Kaduna Solar PV,50,
,,,,,,,Nigeria,,,Kaduna Solar PV,30,
,,,,,,,Nigeria,,,Karu Solar PV,50,
,,,,,,,Nigeria,,,Kumbotso Solar PV,65,
,,,,,,,Nigeria,,,Lafia Solar PV,200,
,,,,,,,Nigeria,,,Lagos Waste-to-Power,25,
,,,,,,,Nigeria,,,Lamurde Cement Thermal,50,
,,,,,,,Nigeria,,,Lekki Gas,1600,
,,,,,,,Nigeria,,,LR Aron Power Solar PV,100,
,,,,,,,Nigeria,,,Mando Solar PV,100,
,,,,,,,Nigeria,,,Maraban Pushit Wind,100,
,,,,,,,Nigeria,,,MBH Power Ikorodu Gas,700,
,,,,,,,Nigeria,,,Middle Band Solar PV,100,
,,,,,,,Nigeria,,,Motir DuSable Solar PV,100,
,,,,,,,Nigeria,,,Renewable Energy Embedded Generation Project Solar PV,60,
,,,,,,,Nigeria,,,Solar Capital Partners Solar PV,100,
,,,,,,,Nigeria,,,Nova Scotia Power Solar PV,80,
,,,,,,,Nigeria,,,Obunagha Yenagoa Gas,500,
,,,,,,,Nigeria,,,Odukpani Gas,500,
,,,,,,,Nigeria,,,Ogorode Ethiope Gas,2800,
,,,,,,,Nigeria,,,Ohaji Egbema Gas,400,
,,,,,,,Nigeria,,,Okija Gas Phase I,495,
,,,,,,,Nigeria,,,Okija Gas Phase II,255,
,,,,,,,Nigeria,,,Okija Gas Phase III,750,
,,,,,,,Nigeria,,,Oma (Abia) Gas,1.080,
,,,,,,,Nigeria,,,One Nation Enugu Coal,500,
,,,,,,,Nigeria,,,Onitsha Gas,528,
,,,,,,,Nigeria,,,Oriental Renewable Solutions Solar PV,50,
,,,,,,,Nigeria,,,Ossiomo Industrial Park Gas Expansion,495,
,,,,,,,Nigeria,,,Otulokpo Umunede Solar PV,100,
,,,,,,,Nigeria,,,Pan Africa Solar PV,75,
,,,,,,,Nigeria,,,Powerhouse International Apapa Port Gas,90,
,,,,,,,Nigeria,,,Proton Bayelsa Glow Gas,500,
,,,,,,,Nigeria,,,Proton Delta Sunrise Gas Phase I,150,
,,,,,,,Nigeria,,,Proton Delta Sunrise Gas Phase II,350,
,,,,,,,Nigeria,,,Qua Iboe Gas,540,
,,,,,,,Nigeria,,,Rook Solar PV,50,
,,,,,,,Nigeria,,,Sagamu Gas,400,
,,,,,,,Nigeria,,,Shiroro Solar PV,300,
,,,,,,,Nigeria,,,Sholep Energy Solar PV,5,
,,,,,,,Nigeria,,,Sokoto Solar PV,50,
,,,,,,,Nigeria,,,Tido Tech Solar PV,5,
,,,,,,,Nigeria,,,Transcorp Nuclear Ugbenu Gas,100,
,,,,,,,Nigeria,,,Volt Kano Solar PV,100,
,,,,,,,Nigeria,,,Volt Yola Solar PV,100,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Nigeria,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Nigeria,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Nigeria,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Nigeria,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Nigeria,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Nigeria,,,,,
Mali,Power,Sovereign,Mali - Mini Hydropower Plants and Related Distribution Networks Development Project (PDM-Hydro),20000000.0,Implementation,11 Jan 2018,Nigeria,,,,,
Multinational,Power,Sovereign,Multinational - Nigeria-Niger-Benin-Burkina Faso Power Interconnection Project,36500000.0,Implementation,25 Jun 2018,Rwanda,,,,,
Djibouti,Power,Sovereign,Djibouti – Geothermal Exploration Project in the Lake Assal Region,10740000.0,Implementation,08 May 2018,Rwanda,,,,,
Multinational,Power,Sovereign,Multinational - Projet d’interconnexion électrique Cameroun- Tchad (composante Tchad),27500000.0,Implementation,07 Mar 2018,Rwanda,,,,,
Madagascar,Power,Sovereign,Madagascar - Etude de faisabilité du projet de renforcement et d'interconnexion des réseaux de transport d'énergie électrique,1000000.0,Implementation,12 Feb 2018,Rwanda,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Rwanda,,,,,
Multinational,Power,Sovereign,Multinational - 225KV Guinea-Mali Electricity Interconnection Project,30000000.0,Implementation,11 Jan 2018,Rwanda,,,,,
